,POLICYNO,PLCYDATE,CLM_FREQ5,CLM_AMT5,CLM_AMT,KIDSDRIV,TRAVTIME,CAR_USE,BLUEBOOK,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,REVOLKED,MVR_PTS,CLM_FLAG,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,AREA,IN_YY
4228,41296606,9266.0,1,3987,0,0,25,Private,5300,10,1,Sports Car,no,No,2,No,38,2,0,0,F,Yes,No,Home Maker,Bachelors,103951,8,Urban,0
4229,41297323,9675.0,0,0,0,0,25,Private,7970,14,3,Pickup,yes,No,2,No,50,0,-2147483648,29139,M,Yes,No,Clerical,Bachelors,-2147483648,1,Rural,0
4230,41316397,9330.0,0,0,0,0,5,Private,18310,4,1,Pickup,yes,No,0,No,64,0,-2147483648,162255,M,Yes,No,Lawyer,Masters,444157,1,Urban,0
4231,41324800,9872.0,0,0,0,0,22,Private,8740,9,1,SUV,no,No,2,No,47,0,0,0,F,Yes,No,Home Maker,<High School,132240,-2147483648,Urban,0
4232,41356901,10062.0,0,0,0,2,43,Private,20960,6,2,Sedan,yes,No,1,No,41,3,10,90991,M,Yes,No,Professional,Bachelors,310709,1,Urban,0
4233,41363634,10162.0,0,0,0,0,37,Commercial,17810,10,1,SUV,no,No,0,No,38,3,9,48606,F,Yes,No,Blue Collar,High School,224500,5,Urban,0
4234,41366931,10645.0,0,0,0,0,12,Private,6580,7,5,SUV,no,No,0,No,47,0,7,10376,F,Yes,No,Home Maker,Bachelors,134694,9,Rural,0
4235,41368299,8912.0,0,0,0,0,46,Commercial,13110,10,2,Pickup,no,No,2,No,56,0,11,-2147483648,F,No,No,Professional,Bachelors,0,13,Urban,0
4236,41368716,9416.0,0,0,0,0,23,Commercial,8370,1,2,Pickup,yes,No,0,No,51,0,16,133469,M,Yes,No,Unknown,Masters,376662,13,Urban,0
4237,41380645,10491.0,0,0,0,0,41,Private,21970,6,1,Sedan,no,No,0,No,48,0,11,124487,F,No,No,Doctor,PhD,323693,25,Urban,0
4238,41384894,10445.0,1,13397,6006,0,62,Private,14080,6,2,Sports Car,no,Yes,1,Yes,49,0,14,76778,F,Yes,No,Home Maker,Bachelors,209440,5,Urban,0
4239,41419223,10526.0,0,0,0,0,19,Commercial,19000,1,1,Sedan,yes,No,0,No,33,0,13,72968,M,Yes,No,Blue Collar,High School,188061,8,Rural,1
4240,41446970,10541.0,0,0,0,1,47,Commercial,16270,13,1,Van,yes,Yes,2,No,44,1,13,-2147483648,M,Yes,No,Blue Collar,Bachelors,204376,9,Rural,0
4241,41452745,10272.0,2,13272,0,0,23,Commercial,17030,1,2,SUV,no,No,3,No,35,0,13,59555,F,Yes,No,Blue Collar,<High School,-2147483648,6,Rural,1
4242,41460339,10416.0,0,0,0,0,53,Private,17120,1,1,Sports Car,no,No,2,No,29,1,-2147483648,92948,F,Yes,No,Professional,Bachelors,302971,9,Urban,1
4243,41471682,9551.0,0,0,0,0,28,Commercial,18770,10,3,Van,no,No,0,No,40,0,9,49182,M,Yes,No,Blue Collar,Bachelors,186066,13,Urban,0
4244,41472441,9503.0,4,6248,0,0,23,Commercial,27440,11,1,SUV,no,No,0,No,42,0,5,45623,F,No,No,Blue Collar,High School,205504,4,Urban,0
4245,41473168,9655.0,2,4423,1698,0,48,Commercial,34310,6,2,Panel Truck,no,No,0,Yes,55,0,15,86268,M,Yes,No,Blue Collar,Bachelors,274362,12,Urban,0
4246,41477435,9374.0,0,0,0,0,29,Private,21780,1,2,Sedan,no,Yes,0,No,49,0,11,68711,F,Yes,No,Manager,Masters,232438,10,Urban,1
4247,41478947,10325.0,3,3590,0,0,44,Private,18490,7,2,Sedan,no,No,2,No,42,0,12,50519,F,Yes,No,Clerical,Bachelors,134578,11,Urban,0
4248,41480104,10312.0,0,0,0,0,25,Private,7890,1,2,SUV,no,No,0,No,41,0,12,23327,F,No,No,Home Maker,Bachelors,147099,11,Urban,1
4249,41483875,9750.0,0,0,0,1,24,Commercial,18570,1,1,Pickup,no,No,0,No,36,2,6,11559,F,No,Yes,Home Maker,<High School,109456,5,Rural,1
4250,41497199,9858.0,0,0,0,0,41,Private,22040,11,2,SUV,no,No,0,No,45,0,12,63117,F,No,No,Lawyer,Masters,0,9,Urban,0
4251,41497274,9102.0,0,0,0,0,40,Private,1500,3,2,Sedan,yes,No,0,No,51,0,15,85317,M,No,No,Lawyer,Masters,0,1,Rural,0
4252,41498793,9166.0,3,2775,6393,0,21,Commercial,16480,1,1,Sports Car,no,No,7,Yes,38,0,8,58530,F,Yes,No,Blue Collar,Bachelors,238054,1,Urban,1
4253,41507820,10451.0,0,0,0,0,20,Private,33100,10,1,Pickup,no,No,0,No,29,1,8,83557,F,No,Yes,Professional,Bachelors,224864,8,Urban,0
4254,41525199,9598.0,0,0,0,0,61,Private,14000,1,5,Sedan,no,No,1,No,55,0,13,76118,M,Yes,No,Manager,Bachelors,242287,6,Urban,1
4255,41526578,9683.0,0,0,0,0,58,Commercial,6700,6,1,Pickup,yes,No,1,No,52,0,12,66436,M,No,No,Blue Collar,Bachelors,241047,12,Rural,0
4256,41528273,9119.0,0,0,0,1,37,Private,16060,4,1,SUV,no,No,1,No,58,1,14,87644,F,Yes,No,Manager,Bachelors,290988,9,Urban,0
4257,41536847,10381.0,3,11320,0,0,35,Commercial,18930,7,3,Van,no,No,0,No,57,0,12,188536,M,Yes,No,Unknown,PhD,489403,1,Urban,0
4258,41548750,9613.0,1,4638,0,1,23,Private,30690,1,1,SUV,no,No,0,No,56,2,14,198720,F,Yes,No,Manager,PhD,522898,10,Urban,1
4259,41551626,9283.0,3,9609,0,0,61,Private,6760,1,1,Pickup,yes,No,0,No,42,0,14,120315,M,No,No,Doctor,PhD,0,10,Urban,1
4260,41560597,9326.0,0,0,0,0,29,Private,16240,19,1,Sedan,no,No,0,No,36,0,12,111446,F,No,No,Manager,Bachelors,0,5,Urban,0
4261,41572892,10036.0,0,0,0,0,73,Commercial,15370,8,3,SUV,no,No,0,No,35,0,12,101956,F,Yes,No,Blue Collar,Bachelors,284104,1,Urban,0
4262,41589389,10433.0,2,7014,3159,0,40,Private,18500,6,2,Sports Car,no,No,4,Yes,57,2,15,148443,F,No,Yes,Lawyer,Masters,0,11,Urban,0
4263,41599314,9172.0,0,0,0,0,34,Commercial,15440,6,1,Sedan,no,No,0,No,44,2,13,82586,M,No,Yes,Blue Collar,High School,277844,1,Rural,0
4264,41601030,9149.0,2,18264,0,0,25,Private,21570,10,2,Sedan,no,Yes,1,No,42,1,11,38189,M,No,Yes,Clerical,High School,0,-2147483648,Urban,0
4265,41607092,9956.0,0,0,0,0,26,Private,20520,7,3,Sedan,yes,No,0,No,34,2,15,42463,M,No,Yes,Professional,Bachelors,166941,11,Rural,0
4266,41609942,10462.0,0,0,0,0,59,Commercial,17500,4,1,Sedan,no,No,0,No,46,0,18,57870,F,Yes,No,Blue Collar,High School,264516,7,Urban,0
4267,41620186,9498.0,2,8288,0,0,12,Private,7130,4,1,SUV,no,No,2,No,40,1,0,0,F,No,Yes,Home Maker,<High School,100489,1,Urban,0
4268,41629990,8552.0,2,23433,0,0,47,Private,21860,13,1,SUV,no,No,3,No,46,0,13,109609,F,Yes,No,Doctor,PhD,316291,13,Urban,0
4269,41651184,9272.0,0,0,0,0,34,Private,9430,6,2,SUV,no,No,5,No,50,0,12,29296,F,Yes,No,Blue Collar,<High School,173233,1,Urban,0
4270,41656100,10356.0,2,4402,5236,0,46,Commercial,8090,8,2,SUV,no,No,7,Yes,34,3,16,61220,F,Yes,No,Blue Collar,High School,237329,1,Urban,0
4271,41657203,9352.0,2,5118,4410,0,12,Private,16010,4,1,SUV,no,No,7,Yes,35,2,0,0,F,No,Yes,Student,<High School,0,1,Urban,0
4272,41658629,9207.0,2,10941,5686,0,9,Private,13540,1,2,Sedan,no,No,4,Yes,45,0,13,44492,F,No,No,Lawyer,Masters,0,20,Urban,1
4273,41664803,9184.0,0,0,0,0,40,Commercial,20000,7,2,Sedan,no,No,3,No,67,1,-2147483648,55289,F,No,Yes,Blue Collar,Bachelors,0,10,Urban,0
4274,41685836,10489.0,0,0,3674,0,35,Private,12880,1,1,Sedan,no,No,0,Yes,31,1,13,82762,F,Yes,No,Manager,Bachelors,267537,4,Urban,1
4275,41691035,9282.0,0,0,0,0,30,Commercial,10700,6,1,SUV,no,No,0,No,50,0,14,41988,F,Yes,No,Blue Collar,Bachelors,161160,13,Urban,0
4276,41713881,10357.0,0,0,5692,1,32,Commercial,21970,1,2,Van,yes,No,0,Yes,44,2,17,204668,M,No,Yes,Unknown,Masters,0,-2147483648,Urban,0
4277,41724644,8785.0,0,0,0,0,13,Commercial,26180,1,1,Panel Truck,no,No,0,No,36,0,11,87659,M,Yes,No,Manager,Masters,217976,17,Urban,1
4278,41743725,9746.0,0,0,0,0,22,Commercial,29070,1,2,Panel Truck,no,No,0,No,57,0,-2147483648,70915,M,Yes,No,Professional,Bachelors,218477,12,Urban,1
4279,41750042,10523.0,0,0,0,0,34,Private,6170,1,1,SUV,no,No,0,No,29,1,0,0,F,Yes,No,Home Maker,<High School,66346,1,Rural,1
4280,41756855,9055.0,2,2272,0,0,5,Commercial,8540,3,1,Pickup,yes,No,6,No,57,0,13,89127,M,Yes,No,Unknown,PhD,314698,18,Urban,0
4281,41772112,10005.0,0,0,0,0,31,Commercial,28850,1,3,Panel Truck,yes,No,0,No,55,0,12,39482,M,No,No,Unknown,PhD,0,10,Urban,0
4282,41772678,9031.0,0,0,0,0,44,Commercial,27080,11,4,Panel Truck,no,No,1,No,36,0,8,99247,M,No,No,Unknown,Masters,0,-2147483648,Urban,0
4283,41781769,8588.0,1,44891,0,0,12,Private,8240,16,1,SUV,no,Yes,2,No,43,0,6,24411,F,No,No,Clerical,<High School,127798,6,Urban,0
4284,41826759,9514.0,1,7070,4045,0,22,Private,12280,6,1,SUV,no,No,0,Yes,52,0,0,0,F,Yes,No,Home Maker,High School,98396,10,Urban,0
4285,41828735,9879.0,2,3327,13352,0,26,Private,7760,9,1,SUV,no,No,5,Yes,31,4,15,20555,F,Yes,No,Clerical,High School,128048,11,Urban,0
4286,41852428,9436.0,0,0,2944,0,43,Commercial,34450,10,1,Panel Truck,yes,No,0,Yes,53,0,12,44438,M,No,No,Blue Collar,High School,172432,1,Urban,0
4287,41858485,9727.0,2,4352,0,3,30,Commercial,17680,1,3,Sedan,no,No,6,No,42,3,6,19502,F,Yes,No,Blue Collar,<High School,112001,1,Urban,1
4288,41858681,10509.0,0,0,0,0,43,Private,5700,12,1,SUV,no,No,0,No,42,0,13,19835,F,Yes,No,Home Maker,<High School,141117,1,Rural,0
4289,41880742,10384.0,2,6135,1022,0,5,Private,16150,11,1,SUV,no,No,7,Yes,26,2,14,10730,F,Yes,No,Student,High School,0,6,Urban,0
4290,41883476,10499.0,0,0,0,1,34,Private,17490,6,1,Van,yes,No,1,No,45,1,8,114905,M,Yes,No,Lawyer,Masters,294905,15,Urban,0
4291,41890132,9616.0,0,0,0,0,14,Private,14990,7,1,Sedan,yes,No,1,No,37,0,10,97916,M,No,No,Blue Collar,<High School,0,9,Urban,0
4292,41892997,8860.0,0,0,0,0,20,Private,5300,7,1,Sedan,yes,No,0,No,38,0,13,77505,M,Yes,No,Lawyer,Masters,201937,15,Urban,0
4293,41901408,9973.0,1,34196,0,0,23,Private,18210,1,1,Van,yes,No,5,No,40,0,8,31678,M,No,No,Blue Collar,<High School,0,1,Urban,1
4294,41907402,8818.0,3,36025,0,0,59,Private,9920,4,1,SUV,no,No,7,No,45,2,13,39163,F,Yes,No,Blue Collar,High School,168058,4,Urban,0
4295,41910813,8734.0,1,6349,0,1,40,Private,5400,4,1,Sedan,yes,No,1,No,39,1,10,-2147483648,M,Yes,No,Manager,Bachelors,180150,10,Urban,0
4296,41926818,9750.0,0,0,0,0,39,Private,27610,6,2,Sedan,yes,No,0,No,45,0,12,52244,M,No,No,Blue Collar,High School,270015,10,Rural,0
4297,41941940,8932.0,0,0,0,0,46,Commercial,7000,1,3,Pickup,no,Yes,1,No,55,0,15,41882,M,Yes,No,Manager,Bachelors,164710,5,Urban,1
4298,41947266,10416.0,2,7670,0,0,25,Private,9300,9,5,SUV,no,No,3,No,59,0,7,150956,F,No,No,Doctor,PhD,386522,11,Urban,0
4299,41951934,8854.0,2,5109,0,0,35,Commercial,18830,12,1,Van,no,No,6,No,51,0,8,42597,M,Yes,No,Manager,Bachelors,204432,9,Urban,0
4300,41959744,8717.0,0,0,0,0,22,Private,14710,6,2,Sedan,no,No,0,No,37,0,12,93094,M,No,No,Professional,High School,0,8,Urban,0
4301,41963308,10345.0,3,974,6074,0,55,Commercial,9050,13,2,SUV,no,No,7,Yes,35,0,13,40457,F,No,No,Blue Collar,High School,0,6,Urban,0
4302,41965822,9311.0,0,0,2421,0,29,Private,17700,1,1,SUV,no,No,0,Yes,54,0,0,0,F,Yes,No,Home Maker,Bachelors,98561,12,Urban,1
4303,41966387,9989.0,3,5810,2890,2,53,Commercial,10850,4,1,Pickup,yes,Yes,0,Yes,41,2,8,3604,M,No,Yes,Student,High School,0,8,Urban,0
4304,41976567,9131.0,0,0,0,0,16,Commercial,27320,7,1,Panel Truck,yes,No,1,No,35,0,9,142997,M,No,No,Unknown,Masters,333140,14,Urban,0
4305,41985919,8667.0,1,33581,0,0,44,Private,31560,10,4,Sedan,yes,Yes,3,No,23,2,9,68687,M,No,Yes,Professional,Bachelors,0,9,Urban,0
4306,42024777,9334.0,1,4123,0,0,24,Private,19410,3,2,Sports Car,no,No,6,No,43,2,9,63644,F,No,Yes,Manager,Bachelors,174541,11,Urban,0
4307,42026583,8975.0,3,4185,1941,0,25,Commercial,16980,1,1,Sports Car,no,No,1,Yes,31,1,12,32381,F,No,Yes,Blue Collar,High School,0,1,Urban,1
4308,42027688,9023.0,3,3573,0,0,13,Commercial,17760,1,2,Van,no,No,3,No,48,0,10,108267,M,Yes,No,Manager,Masters,342009,11,Urban,1
4309,42033290,9653.0,0,0,0,0,54,Private,15490,1,2,Sports Car,no,No,2,No,61,0,0,0,F,Yes,No,Home Maker,Bachelors,137023,11,Urban,1
4310,42048011,9188.0,0,0,0,0,27,Private,30900,1,1,Sports Car,no,No,0,No,58,1,16,235986,F,Yes,No,Manager,Masters,545492,15,Urban,1
4311,42048800,8806.0,0,0,0,0,24,Private,10550,6,2,SUV,no,No,1,No,42,1,10,37438,F,No,Yes,Blue Collar,<High School,0,1,Urban,0
4312,42062649,9543.0,1,7341,5542,0,37,Private,14300,1,1,SUV,no,No,8,Yes,48,0,14,7505,F,Yes,No,Home Maker,High School,116332,-2147483648,Urban,1
4313,42064443,9546.0,0,0,4049,0,41,Commercial,6400,7,1,Pickup,no,No,0,Yes,49,0,9,75772,M,No,No,Blue Collar,High School,256898,1,Urban,0
4314,42075051,9138.0,0,0,0,0,26,Commercial,20060,7,2,Van,yes,No,0,No,52,0,13,86473,M,No,No,Blue Collar,High School,285382,12,Rural,0
4315,42089653,10262.0,1,19595,4767,0,33,Commercial,23810,8,2,Panel Truck,yes,Yes,10,Yes,50,0,11,53210,M,No,No,Blue Collar,High School,0,8,Urban,0
4316,42098142,10523.0,0,0,0,0,15,Private,17690,11,2,Sedan,no,No,0,No,38,0,-2147483648,-2147483648,F,Yes,No,Lawyer,Masters,311732,16,Urban,0
4317,42098866,9707.0,0,0,0,0,70,Private,11500,16,1,Sedan,no,No,0,No,32,1,-2147483648,0,F,Yes,No,Home Maker,Bachelors,76582,1,Urban,0
4318,42111823,9729.0,0,0,0,1,44,Private,11750,4,1,Sports Car,no,No,0,No,56,3,18,14757,F,Yes,No,Clerical,<High School,149528,7,Urban,0
4319,42113367,9148.0,0,0,0,0,7,Private,20820,3,5,Van,no,No,1,No,50,0,10,101296,M,Yes,No,Manager,Masters,291426,10,Urban,0
4320,42119807,8717.0,0,0,0,0,142,Commercial,8950,4,1,Pickup,no,No,1,No,55,0,15,19532,F,Yes,No,Home Maker,High School,133408,1,Rural,0
4321,42129282,8740.0,0,0,0,0,31,Private,18780,11,2,SUV,no,No,0,No,42,4,14,22225,M,No,Yes,Clerical,<High School,103267,1,Rural,0
4322,42161401,9341.0,0,0,0,0,13,Commercial,16520,1,2,SUV,no,No,0,No,48,0,3,54239,F,No,No,Blue Collar,High School,223217,1,Rural,1
4323,42200016,8956.0,0,0,0,0,8,Private,29850,6,1,Pickup,no,No,2,No,58,1,17,52953,F,Yes,No,Manager,Masters,249239,9,Urban,0
4324,42228382,8560.0,4,27503,6836,0,23,Private,6600,1,1,SUV,no,Yes,1,Yes,51,0,0,0,F,No,No,Student,<High School,0,1,Urban,1
4325,42252883,9911.0,0,0,0,0,39,Commercial,8170,4,1,Pickup,yes,No,1,No,41,0,11,25699,M,Yes,No,Student,High School,0,1,Rural,0
4326,42262379,8932.0,1,6494,0,0,32,Commercial,26910,3,2,Pickup,no,No,0,No,62,0,13,69874,M,No,No,Manager,Masters,0,18,Urban,0
4327,42263063,9823.0,0,0,0,3,58,Commercial,5600,1,3,SUV,no,No,0,No,40,3,14,4885,F,Yes,No,Student,Bachelors,0,1,Rural,1
4328,42267788,8695.0,2,1852,0,0,26,Private,13290,11,2,Sports Car,no,No,5,No,28,1,11,30877,F,Yes,No,Clerical,<High School,114482,1,Urban,0
4329,42268228,9850.0,1,9453,4212,0,32,Private,17470,13,1,SUV,yes,No,6,Yes,22,1,7,2214,F,Yes,No,Home Maker,<High School,114501,1,Urban,0
4330,42275273,9447.0,0,0,3762,1,35,Private,1500,1,2,SUV,no,No,0,Yes,40,3,16,189555,F,Yes,No,Doctor,PhD,452019,16,Urban,1
4331,42281420,10542.0,0,0,7783,0,55,Private,9960,1,1,SUV,no,No,0,Yes,37,2,14,14055,F,Yes,No,Student,<High School,0,7,Rural,1
4332,42329842,10010.0,0,0,0,0,40,Private,13810,11,2,Sedan,no,No,0,No,45,2,0,0,M,No,Yes,Student,<High School,0,-2147483648,Urban,0
4333,42357064,10211.0,3,7588,0,0,36,Private,10580,7,1,Sports Car,no,No,6,No,47,0,14,43779,F,Yes,No,Professional,Masters,-2147483648,1,Urban,0
4334,42364139,8779.0,3,22598,0,0,16,Private,5410,1,1,SUV,no,Yes,8,No,34,1,0,0,F,Yes,No,Home Maker,<High School,70103,1,Urban,1
4335,42400909,10720.0,0,0,3090,0,16,Private,10190,1,1,SUV,no,No,1,Yes,29,0,7,11954,F,No,No,Clerical,<High School,0,8,Urban,1
4336,42402963,10147.0,2,7211,0,0,48,Commercial,11230,6,2,Pickup,yes,No,0,No,54,0,12,62013,M,Yes,No,Unknown,Masters,204404,1,Rural,0
4337,42426521,10452.0,0,0,0,0,21,Commercial,38440,4,1,Panel Truck,no,No,0,No,47,0,9,95398,M,No,No,Unknown,Masters,278934,19,Rural,0
4338,42430981,8807.0,3,5071,0,0,24,Private,3830,11,1,SUV,yes,No,0,No,62,0,10,23288,M,No,No,Clerical,<High School,-2147483648,1,Urban,0
4339,42433312,8922.0,2,5705,39104,0,47,Commercial,30460,4,1,Panel Truck,yes,No,0,Yes,58,0,13,102904,M,No,No,Unknown,Masters,0,18,Urban,0
4340,42443931,8999.0,0,0,0,0,9,Private,22500,1,5,Sedan,no,No,0,No,59,0,7,150956,F,No,No,Doctor,PhD,386522,11,Urban,1
4341,42448914,9251.0,0,0,0,0,34,Commercial,29940,6,1,Van,no,No,1,No,57,0,-2147483648,144876,F,Yes,No,Manager,Masters,389058,14,Urban,0
4342,42461037,10241.0,2,1437,0,0,15,Commercial,11800,7,1,Pickup,yes,No,0,No,46,0,9,57049,M,No,No,Manager,Bachelors,211508,11,Urban,0
4343,42463075,10295.0,0,0,2585,0,55,Commercial,7250,8,3,Pickup,yes,No,1,Yes,51,0,13,55727,M,Yes,No,Blue Collar,High School,195859,6,Urban,0
4344,42465002,9345.0,0,0,0,0,36,Private,12970,1,1,SUV,no,No,0,No,44,0,13,24849,F,No,No,Clerical,<High School,0,1,Rural,1
4345,42465966,9605.0,1,3338,0,1,12,Private,13170,4,3,Sports Car,no,No,6,No,43,1,11,73247,F,No,Yes,Lawyer,Masters,0,16,Urban,0
4346,42477163,9035.0,0,0,5063,0,33,Private,24020,1,4,SUV,no,No,0,Yes,63,0,0,0,F,Yes,No,Home Maker,PhD,111129,15,Urban,1
4347,42482457,9746.0,1,6720,0,0,25,Private,16360,4,2,SUV,no,No,1,No,42,1,12,48915,F,No,Yes,Professional,Bachelors,0,-2147483648,Urban,0
4348,42510965,9489.0,0,0,0,0,26,Commercial,14440,3,1,Sedan,no,No,0,No,43,0,13,86393,M,Yes,No,Blue Collar,Bachelors,272050,11,Urban,0
4349,42513165,8748.0,0,0,5865,0,53,Private,16500,13,1,Sedan,yes,No,0,Yes,24,1,8,12871,M,No,Yes,Clerical,Bachelors,0,6,Urban,0
4350,42515549,8660.0,0,0,0,0,28,Commercial,6570,15,2,Sports Car,no,No,0,No,36,0,0,0,F,No,No,Student,High School,-2147483648,1,Rural,0
4351,42528601,9667.0,0,0,0,0,24,Private,5640,7,1,Sports Car,no,No,1,No,29,1,13,30447,F,Yes,No,Clerical,High School,145720,1,Rural,0
4352,42528686,9203.0,0,0,0,0,31,Private,29640,1,1,Sedan,no,No,1,No,55,0,9,188788,M,Yes,No,Doctor,PhD,481769,14,Urban,1
4353,42530559,9286.0,0,0,0,0,41,Private,6900,6,1,Sports Car,no,No,1,No,54,0,7,82395,F,No,No,Lawyer,Masters,224691,16,Urban,0
4354,42536599,10466.0,2,29651,7746,0,34,Private,6000,4,1,SUV,no,Yes,8,Yes,45,0,0,0,F,Yes,No,Student,High School,98716,7,Urban,0
4355,42561777,8594.0,0,0,0,0,44,Private,30930,1,1,Sedan,no,No,2,No,44,1,14,250286,F,Yes,No,Doctor,PhD,554267,18,Urban,1
4356,42571343,9438.0,1,4519,1559,0,41,Commercial,14090,13,3,SUV,no,No,6,Yes,34,2,12,55353,F,No,Yes,Blue Collar,High School,203703,6,Urban,0
4357,42574160,9553.0,1,1128,0,0,42,Private,14070,10,1,Sedan,no,No,0,No,40,2,10,31993,M,No,Yes,Blue Collar,<High School,0,6,Urban,0
4358,42576038,10242.0,0,0,47520,0,30,Private,38000,10,3,Van,no,No,0,Yes,49,0,12,105277,F,Yes,No,Professional,Bachelors,294480,1,Rural,0
4359,42582593,9743.0,0,0,0,0,28,Private,19960,1,1,Pickup,no,No,0,No,32,3,14,35793,F,No,Yes,Blue Collar,High School,0,1,Rural,1
4360,42604865,8933.0,0,0,0,0,17,Private,6300,6,2,Sedan,yes,No,1,No,48,0,8,27499,M,Yes,No,Manager,Bachelors,118913,10,Urban,0
4361,42611709,9102.0,0,0,3794,0,37,Commercial,14520,15,5,Sedan,no,No,0,Yes,59,0,14,71197,F,No,No,Blue Collar,High School,0,6,Urban,0
4362,42618542,9167.0,0,0,0,0,22,Commercial,18660,4,1,Van,yes,No,0,No,52,0,12,97336,M,No,No,Professional,Bachelors,0,10,Urban,0
4363,42628425,10424.0,2,29017,0,1,51,Private,16340,6,2,SUV,no,No,1,No,38,2,11,50718,F,No,Yes,Clerical,<High School,0,5,Rural,0
4364,42643646,8661.0,0,0,5074,2,41,Commercial,21020,1,1,Sedan,yes,No,0,Yes,66,2,15,33644,M,Yes,No,Blue Collar,High School,186626,1,Urban,1
4365,42648118,9059.0,0,0,4019,0,32,Private,11960,1,2,SUV,no,No,1,Yes,35,0,9,69592,F,No,No,Lawyer,Masters,0,17,Urban,1
4366,42659873,9638.0,0,0,0,0,31,Commercial,10000,1,1,Sports Car,yes,No,0,No,61,0,11,24049,M,No,No,Blue Collar,High School,0,7,Urban,1
4368,42679950,8775.0,0,0,0,0,16,Commercial,21280,1,2,Sedan,no,No,0,No,60,0,12,37940,F,Yes,No,Blue Collar,High School,182739,1,Urban,1
4369,42701315,9451.0,0,0,0,0,44,Commercial,20030,3,1,SUV,no,No,1,No,46,0,5,25772,F,No,No,Blue Collar,High School,140649,-2147483648,Urban,0
4370,42722131,9978.0,4,3960,571,0,73,Commercial,19960,1,1,Van,no,No,8,Yes,59,0,9,79380,M,Yes,No,Blue Collar,High School,-2147483648,9,Urban,1
4371,42738142,10277.0,0,0,0,0,30,Private,17210,4,2,Van,yes,No,0,No,55,0,11,112423,M,Yes,No,Blue Collar,Bachelors,286788,1,Urban,0
4372,42741357,9787.0,0,0,5732,0,12,Private,4700,10,2,SUV,no,No,0,Yes,32,3,12,66841,F,No,Yes,Manager,Bachelors,0,-2147483648,Urban,0
4373,42749561,10206.0,0,0,0,0,16,Private,25250,1,2,Pickup,no,Yes,0,No,48,0,0,0,F,No,No,Home Maker,Bachelors,-2147483648,8,Rural,1
4374,42759768,10674.0,0,0,2370,0,27,Private,4120,4,1,SUV,no,Yes,1,Yes,26,1,0,0,F,Yes,No,Student,<High School,0,6,Urban,0
4375,42776959,9039.0,0,0,0,0,26,Private,20230,1,2,Van,no,No,0,No,47,0,14,138689,M,Yes,No,Lawyer,Masters,406449,15,Urban,1
4376,42799925,9019.0,2,4558,0,0,26,Commercial,6800,10,1,Pickup,no,No,3,No,53,0,12,67189,M,No,No,Unknown,Masters,0,18,Urban,0
4377,42810109,10650.0,2,2434,0,2,49,Private,6320,1,2,SUV,no,No,4,No,43,3,0,0,F,No,Yes,Home Maker,High School,0,5,Rural,1
4378,42810336,10003.0,1,7323,0,2,47,Private,15000,1,2,Sedan,no,No,3,No,41,2,12,64957,M,Yes,No,Unknown,Masters,209019,7,Urban,0
4379,42826590,9545.0,2,4939,5900,1,53,Private,6190,1,1,SUV,no,No,0,Yes,38,2,14,46928,F,Yes,No,Lawyer,Masters,161908,-2147483648,Urban,1
4380,42829652,10098.0,0,0,0,0,26,Private,14220,1,4,Sports Car,no,No,1,No,52,0,10,101637,F,Yes,No,Lawyer,Masters,325193,10,Urban,1
4381,42830189,8832.0,0,0,2979,0,14,Private,6360,10,1,Sedan,no,No,0,Yes,31,2,12,17567,M,No,Yes,Clerical,<High School,0,5,Urban,0
4382,42832469,10501.0,1,2916,24408,0,44,Commercial,20550,1,1,SUV,no,No,6,Yes,50,0,13,58504,F,No,No,Blue Collar,Bachelors,0,11,Urban,1
4383,42862451,9149.0,0,0,0,0,33,Private,13820,6,2,Sedan,yes,No,0,No,57,0,10,162165,M,No,No,Doctor,PhD,437750,20,Urban,0
4384,42866276,8551.0,0,0,0,0,5,Private,6100,1,1,SUV,no,No,0,No,46,0,11,73644,F,Yes,No,Home Maker,Bachelors,266128,6,Rural,1
4385,42896532,8642.0,0,0,0,0,51,Private,18870,11,1,Sedan,no,No,0,No,46,0,13,19270,M,Yes,No,Clerical,<High School,118739,1,Rural,0
4386,42903345,9431.0,0,0,0,0,16,Private,4900,10,2,Sports Car,no,No,0,No,34,1,12,56113,F,Yes,No,Professional,Bachelors,163622,9,Urban,0
4387,42908046,10467.0,0,0,0,1,5,Commercial,15480,7,2,SUV,no,No,0,No,37,1,7,102769,F,Yes,No,Blue Collar,Bachelors,235822,10,Urban,0
4388,42926650,9685.0,1,1007,0,0,39,Private,31480,4,1,Sedan,no,No,5,No,36,0,8,51626,F,Yes,No,Lawyer,Masters,168683,13,Urban,0
4389,42935300,8765.0,1,1188,0,2,32,Private,11990,4,2,Sedan,yes,No,1,No,42,3,14,32808,M,Yes,No,Blue Collar,<High School,165172,1,Urban,0
4390,42935899,10590.0,3,3986,0,1,9,Private,9900,3,1,SUV,no,No,4,No,42,3,12,9671,F,Yes,No,Student,High School,0,1,Urban,0
4391,42936959,10074.0,0,0,0,0,23,Private,17810,7,1,Van,yes,No,0,No,51,0,12,70846,M,No,No,Doctor,PhD,0,12,Urban,0
